"direction","intent","slug","competitors","urls","source_slugs"
"Срок и погашение","займы с ежемесячным платежом","s-ezhemesyachnym-platezhom","bankiros.ru|brobank.ru|zaim.com","https://bankiros.ru/zaymy/s-ezhemesyachnyj-platezhom|https://brobank.ru/zajmy/s-ezhemesyachnym-platezhom/|https://zaim.com/zaimy-s-ezhemesyachnim-platezhom/","s-ezhemesyachnim-platezhom|s-ezhemesyachnyj-platezhom|s-ezhemesyachnym-platezhom"
"Срок и погашение","займы с пролонгацией","s-prolongaciej","brobank.ru","https://brobank.ru/zajmy/s-prolongaciej/","s-prolongaciej"
"Срок и погашение","займы в рассрочку","v-rassrochku","bankiros.ru|brobank.ru","https://bankiros.ru/zaymy/v-rassrochku|https://brobank.ru/zajmy/v-rassrochku/","v-rassrochku"
"Сумма","займы на 100 рублей","100-rubley","bankiros.ru|brobank.ru|zaim.com","https://bankiros.ru/zaymy/100-rubley|https://brobank.ru/zajmy/na-100-rublej/|https://zaim.com/zaimy-na-100-rubley/","100-rubley|na-100-rublej|na-100-rubley"
"Сумма","займы на 1000 рублей","1000-rubley","bankiros.ru|brobank.ru|zaim.com","https://bankiros.ru/zaymy/1000-rubley|https://brobank.ru/zajmy/na-1000-rublej/|https://zaim.com/zaimy-na-1000-rubley/","1000-rubley|na-1000-rublej|na-1000-rubley"
"Сумма","займы на 10000 рублей","10000-rubley","bankiros.ru|brobank.ru|zaim.com","https://bankiros.ru/zaymy/10000-rubley|https://brobank.ru/zajmy/na-10000-rublej/|https://zaim.com/zaimy-na-10000-rubley/","10000-rubley|na-10000-rublej|na-10000-rubley"
"Сумма","займы на 100000 рублей","100000-rubley","bankiros.ru|brobank.ru|finuslugi.ru|zaim.com","https://bankiros.ru/zaymy/100000-rubley|https://brobank.ru/zajmy/na-100000-rublej/|https://finuslugi.ru/mikrozajmy/teg_100000|https://zaim.com/zaimy-na-100000-rubley/","100000|100000-rubley|na-100000-rublej|na-100000-rubley"
"Сумма","займы на 15000 рублей","15000-rubley","bankiros.ru|brobank.ru|finuslugi.ru|zaim.com","https://bankiros.ru/zaymy/15000-rubley|https://brobank.ru/zajmy/na-15000-rublej/|https://finuslugi.ru/mikrozajmy/teg_15000|https://zaim.com/zaimy-na-15000-rubley/","15000|15000-rubley|na-15000-rublej|na-15000-rubley"
"Сумма","займы на 150000 рублей","150000-rubley","bankiros.ru|brobank.ru|zaim.com","https://bankiros.ru/zaymy/150000-rubley|https://brobank.ru/zajmy/na-150000-rublej/|https://zaim.com/zaimy-na-150000-rubley/","150000-rubley|na-150000-rublej|na-150000-rubley"
"Сумма","займы на 2000 рублей","2000-rubley","bankiros.ru|brobank.ru|zaim.com","https://bankiros.ru/zaymy/2000-rubley|https://brobank.ru/zajmy/na-2000-rublej/|https://zaim.com/zaimy-na-2000-rubley/","2000-rubley|na-2000-rublej|na-2000-rubley"
"Сумма","займы на 20000 рублей","20000-rubley","bankiros.ru|brobank.ru|zaim.com","https://bankiros.ru/zaymy/20000-rubley|https://brobank.ru/zajmy/na-20000-rublej/|https://zaim.com/zaimy-na-20000-rubley/","20000-rubley|na-20000-rublej|na-20000-rubley"
"Сумма","займы на 200000 рублей","200000-rubley","bankiros.ru|brobank.ru|zaim.com","https://bankiros.ru/zaymy/200000-rubley|https://brobank.ru/zajmy/na-200000-rublej/|https://zaim.com/zaimy-na-200000-rubley/","200000-rubley|na-200000-rublej|na-200000-rubley"
"Сумма","займы на 25000 рублей","25000-rubley","bankiros.ru|zaim.com","https://bankiros.ru/zaymy/25000-rubley|https://zaim.com/zaimy-na-25000-rubley/","25000-rubley|na-25000-rubley"
"Сумма","займы на 3000 рублей","3000-rubley","bankiros.ru|brobank.ru|zaim.com","https://bankiros.ru/zaymy/3000-rubley|https://brobank.ru/zajmy/na-3000-rublej/|https://zaim.com/zaimy-na-3000-rubley/","3000-rubley|na-3000-rublej|na-3000-rubley"
"Сумма","займы на 30000 рублей","30000-rubley","bankiros.ru|brobank.ru|zaim.com","https://bankiros.ru/zaymy/30000-rubley|https://brobank.ru/zajmy/na-30000-rublej/|https://zaim.com/zaimy-na-30000-rubley/","30000-rubley|na-30000-rublej|na-30000-rubley"
"Сумма","займы на 300000 рублей","300000-rubley","bankiros.ru|brobank.ru","https://bankiros.ru/zaymy/300000-rubley|https://brobank.ru/zajmy/na-300000-rublej/","300000-rubley|na-300000-rublej"
"Сумма","займы на 4000 рублей","4000-rubley","bankiros.ru|finuslugi.ru|zaim.com","https://bankiros.ru/zaymy/4000-rubley|https://finuslugi.ru/mikrozajmy/teg_4000|https://zaim.com/zaimy-na-4000-rubley/","4000|4000-rubley|na-4000-rubley"
"Сумма","займы на 40000 рублей","40000-rubley","bankiros.ru|finuslugi.ru|zaim.com","https://bankiros.ru/zaymy/40000-rubley|https://finuslugi.ru/mikrozajmy/teg_40000|https://zaim.com/zaimy-na-40000-rubley/","40000|40000-rubley|na-40000-rubley"
"Сумма","займы на 500 рублей","500-rubley","bankiros.ru|brobank.ru|zaim.com","https://bankiros.ru/zaymy/500-rubley|https://brobank.ru/zajmy/na-500-rublej/|https://zaim.com/zaimy-na-500-rubley/","500-rubley|na-500-rublej|na-500-rubley"
"Сумма","займы на 5000 рублей","5000-rubley","bankiros.ru|brobank.ru|finuslugi.ru|zaim.com","https://bankiros.ru/zaymy/5000-rubley|https://brobank.ru/zajmy/na-5000-rublej/|https://finuslugi.ru/mikrozajmy/teg_5000|https://zaim.com/zaimy-na-5000-rubley/","5000|5000-rubley|na-5000-rublej|na-5000-rubley"
"Сумма","займы на 50000 рублей","50000-rubley","bankiros.ru|brobank.ru|zaim.com","https://bankiros.ru/zaymy/50000-rubley|https://brobank.ru/zajmy/na-50000-rublej/|https://zaim.com/zaimy-na-50000-rubley/","50000-rubley|na-50000-rublej|na-50000-rubley"
"Сумма","займы на 500000 рублей","500000-rubley","brobank.ru|finuslugi.ru|zaim.com","https://brobank.ru/zajmy/na-500000-rublej/|https://finuslugi.ru/mikrozajmy/teg_500000|https://zaim.com/zaimy-na-500000-rubley/","500000|na-500000-rublej|na-500000-rubley"
"Сумма","займы на 60000 рублей","60000-rubley","bankiros.ru|brobank.ru|zaim.com","https://bankiros.ru/zaymy/60000-rubley|https://brobank.ru/zajmy/na-60000-rublej/|https://zaim.com/zaimy-na-60000-rubley/","60000-rubley|na-60000-rublej|na-60000-rubley"
"Сумма","займы на 70000 рублей","70000-rubley","bankiros.ru|finuslugi.ru|zaim.com","https://bankiros.ru/zaymy/70000-rubley|https://finuslugi.ru/mikrozajmy/teg_70000|https://zaim.com/zaimy-na-70000-rubley/","70000|70000-rubley|na-70000-rubley"
"Сумма","большие займы","bolshie","bankiros.ru","https://bankiros.ru/zaymy/bolshie","bolshie"
"Сумма","большие займы","bolshie-zaimy","zaym.me","https://zaym.me/zaimi/filter-bolshie-zaimy|https://zaym.me/zaimi/filter-bolshie-zaimy/anapa|https://zaym.me/zaimi/filter-bolshie-zaimy/arxangelsk|https://zaym.me/zaimi/filter-bolshie-zaimy/arzamas|https://zaym.me/zaimi/filter-bolshie-zaimy/astrakhan|https://zaym.me/zaimi/filter-bolshie-zaimy/barnaul|https://zaym.me/zaimi/filter-bolshie-zaimy/belgorod|https://zaym.me/zaimi/filter-bolshie-zaimy/bryansk","bolshie-zaimy"
"Сумма","мини-займы","mini","bankiros.ru|brobank.ru|finuslugi.ru|zaim.com|zaym.me","https://bankiros.ru/zaymy/mini|https://brobank.ru/zajmy/mini/|https://finuslugi.ru/mikrozajmy/teg_mini|https://zaim.com/zaimy-mini/|https://zaym.me/zaimi/filter-mini|https://zaym.me/zaimi/filter-mini/anapa|https://zaym.me/zaimi/filter-mini/arxangelsk|https://zaym.me/zaimi/filter-mini/arzamas","mini"
"Сумма","займы на большую сумму","na-bolshuyu-summu","brobank.ru","https://brobank.ru/zajmy/na-bolshuyu-summu/","na-bolshuyu-summu"
"Заемщик","займы банкротам","bankrotam","bankiros.ru|brobank.ru|finuslugi.ru|zaim.com","https://bankiros.ru/zaymy/bankrotam|https://brobank.ru/zajmy/dlya-bankrotov/|https://finuslugi.ru/mikrozajmy/teg_bankrotam|https://zaim.com/zaimy-bankrotam/","bankrotam|dlya-bankrotov"
"Заемщик","займы безработным","bezrabotnym","bankiros.ru|brobank.ru|zaim.com","https://bankiros.ru/zaymy/bezrabotnym|https://brobank.ru/zajmy/bezrabotnym/|https://zaim.com/zaimy-bezrabotnim/","bezrabotnim|bezrabotnym"
"Заемщик","займы для бизнеса","dlya-biznesa","bankiros.ru|brobank.ru|zaim.com","https://bankiros.ru/zaymy/biznes|https://brobank.ru/zajmy/dlya-biznesa/|https://zaim.com/zaimy-dlya-biznesa/","biznes|dlya-biznesa"
"Заемщик","займы гражданам Армении","dlya-grazhdan-armenii","brobank.ru|zaim.com","https://brobank.ru/zajmy/dlya-grazhdan-armenii/|https://zaim.com/zaimy-dlya-grazhdan-armenii/","dlya-grazhdan-armenii"
"Заемщик","займы гражданам Беларуси","dlya-grazhdan-belarusi","brobank.ru|zaim.com","https://brobank.ru/zajmy/dlya-grazhdan-belorussii/|https://zaim.com/zaimy-dlya-grazdan-belarusi/","dlya-grazdan-belarusi|dlya-grazhdan-belorussii"
"Заемщик","займы гражданам Казахстана","dlya-grazhdan-kazahstana","bankiros.ru|brobank.ru|zaim.com|zaym.me","https://bankiros.ru/zaymy/dlya-grazhdan-kazahstana|https://brobank.ru/zajmy/dlya-grazhdan-kazakhstana/|https://zaim.com/zaimy-dlya-grazdan-kazahstana/|https://zaym.me/zaimi/filter-zaim-dlya-grazhdan-kazahstana|https://zaym.me/zaimi/filter-zaim-dlya-grazhdan-kazahstana/anapa|https://zaym.me/zaimi/filter-zaim-dlya-grazhdan-kazahstana/arxangelsk|https://zaym.me/zaimi/filter-zaim-dlya-grazhdan-kazahstana/arzamas|https://zaym.me/zaimi/filter-zaim-dlya-grazhdan-kazahstana/astrakhan","dlya-grazdan-kazahstana|dlya-grazhdan-kazahstana|dlya-grazhdan-kazakhstana|zaim-dlya-grazhdan-kazahstana"
"Заемщик","займы гражданам Киргизии","dlya-grazhdan-kirgizii","bankiros.ru|zaim.com","https://bankiros.ru/zaymy/dlya-grazhdan-kirgizii|https://zaim.com/zaimy-dlya-grazdan-kirgizii/","dlya-grazdan-kirgizii|dlya-grazhdan-kirgizii"
"Заемщик","займы гражданам СНГ","dlya-grazhdan-sng","bankiros.ru|brobank.ru|finuslugi.ru|zaim.com","https://bankiros.ru/zaymy/dlya-grazhdan-sng|https://brobank.ru/zajmy/dlya-grazhdan-sng/|https://finuslugi.ru/mikrozajmy/teg_dlya_grazhdan_sng|https://zaim.com/zaimy-dlya-grazhdan-sng/|https://zaim.com/zaimy-v-moskve-dlya-grazhdan-sng/","dlya-grazhdan-sng"
"Заемщик","займы гражданам Таджикистана","dlya-grazhdan-tadzhikistana","bankiros.ru|brobank.ru|zaim.com","https://bankiros.ru/zaymy/dlya-grazhdan-tadzhikistana|https://brobank.ru/zajmy/dlya-grazhdan-tadzhikistana/|https://zaim.com/zaimy-dlya-grazhdan-tadzhikistana/","dlya-grazhdan-tadzhikistana"
"Заемщик","займы гражданам Узбекистана","dlya-grazhdan-uzbekistana","bankiros.ru|brobank.ru|zaim.com|zaym.me","https://bankiros.ru/zaymy/dlya-grazhdan-uzbekistana|https://brobank.ru/zajmy/dlya-grazhdan-uzbekistana/|https://zaim.com/zaimy-dlya-grazdan-uzbekistana/|https://zaym.me/zaimi/filter-zaim-dlya-grazhdan-uzbekistana|https://zaym.me/zaimi/filter-zaim-dlya-grazhdan-uzbekistana/anapa|https://zaym.me/zaimi/filter-zaim-dlya-grazhdan-uzbekistana/arxangelsk|https://zaym.me/zaimi/filter-zaim-dlya-grazhdan-uzbekistana/arzamas|https://zaym.me/zaimi/filter-zaim-dlya-grazhdan-uzbekistana/astrakhan","dlya-grazdan-uzbekistana|dlya-grazhdan-uzbekistana|zaim-dlya-grazhdan-uzbekistana"
"Заемщик","займы для ИП","dlya-ip","bankiros.ru|brobank.ru|finuslugi.ru|zaim.com","https://bankiros.ru/zaymy/dlya-ip|https://brobank.ru/zajmy/dlya-ip/|https://finuslugi.ru/mikrozajmy/teg_mikrozajm_dlya_ip|https://zaim.com/zaimy-dlya-ip/","dlya-ip|mikrozajm-dlya-ip"
"Заемщик","займы самозанятым","dlya-samozanyatyh","brobank.ru|finuslugi.ru","https://brobank.ru/zajmy/dlya-samozaniatykh-grazhdan/|https://finuslugi.ru/mikrozajmy/teg_microzaym_dlya_samozanyatih","dlya-samozaniatykh-grazhdan|microzaym-dlya-samozanyatih"
"Заемщик","займы иностранным гражданам","inostrannym-grazdanam","bankiros.ru|zaym.me","https://bankiros.ru/zaymy/inostrannym-grazdanam|https://zaym.me/zaimi/filter-inostrannym-grazdanam|https://zaym.me/zaimi/filter-inostrannym-grazdanam/anapa|https://zaym.me/zaimi/filter-inostrannym-grazdanam/arxangelsk|https://zaym.me/zaimi/filter-inostrannym-grazdanam/arzamas|https://zaym.me/zaimi/filter-inostrannym-grazdanam/astrakhan|https://zaym.me/zaimi/filter-inostrannym-grazdanam/barnaul|https://zaym.me/zaimi/filter-inostrannym-grazdanam/belgorod","inostrannym-grazdanam"
"Заемщик","займы иностранным гражданам","inostrannym-grazhdanam","brobank.ru|zaim.com","https://brobank.ru/zajmy/dlya-inostrannyh-grazhdan/|https://zaim.com/zaimy-dlya-inostrannih-grazhdan/","dlya-inostrannih-grazhdan|dlya-inostrannyh-grazhdan"
"Заемщик","займы мужчинам","muzhchinam","brobank.ru","https://brobank.ru/zajmy/muzhchinam/","muzhchinam"
"Заемщик","займы пенсионерам","pensioneram","bankiros.ru|brobank.ru|zaim.com|zaym.me","https://bankiros.ru/zaymy/pensioneram|https://brobank.ru/zajmy/pensioneram/|https://zaim.com/zaimy-pensioneram/|https://zaym.me/zaimi/filter-zaim-pensioneram|https://zaym.me/zaimi/filter-zaim-pensioneram/anapa|https://zaym.me/zaimi/filter-zaim-pensioneram/arxangelsk|https://zaym.me/zaimi/filter-zaim-pensioneram/arzamas|https://zaym.me/zaimi/filter-zaim-pensioneram/astrakhan","pensioneram|zaim-pensioneram"
"Заемщик","займы пенсионерам на карту","pensioneram-na-kartu","finuslugi.ru","https://finuslugi.ru/mikrozajmy/teg_pensioneram_na_kartu","pensioneram-na-kartu"
"Заемщик","займы на карту с 19 лет","s-19-let-na-kartu","zaym.me","https://zaym.me/zaimi/filter-s-19-let-na-kartu|https://zaym.me/zaimi/filter-s-19-let-na-kartu/anapa|https://zaym.me/zaimi/filter-s-19-let-na-kartu/arxangelsk|https://zaym.me/zaimi/filter-s-19-let-na-kartu/arzamas|https://zaym.me/zaimi/filter-s-19-let-na-kartu/astrakhan|https://zaym.me/zaimi/filter-s-19-let-na-kartu/barnaul|https://zaym.me/zaimi/filter-s-19-let-na-kartu/belgorod|https://zaym.me/zaimi/filter-s-19-let-na-kartu/bryansk","s-19-let-na-kartu"
"Заемщик","займы студентам","studentam","bankiros.ru|brobank.ru|finuslugi.ru|zaim.com|zaym.me","https://bankiros.ru/zaymy/studentam|https://brobank.ru/zajmy/studentam/|https://finuslugi.ru/mikrozajmy/teg_studentam|https://zaim.com/zaimy-studentam/|https://zaym.me/zaimi/filter-studentam|https://zaym.me/zaimi/filter-studentam/anapa|https://zaym.me/zaimi/filter-studentam/arxangelsk|https://zaym.me/zaimi/filter-studentam/arzamas","studentam"
"Заемщик","займы женщинам","zhenshchinam","brobank.ru","https://brobank.ru/zajmy/zhenshchinam/","zhenshchinam"
"Залог","займы без залога","bez-zaloga","bankiros.ru|brobank.ru|finuslugi.ru|zaim.com|zaym.me","https://bankiros.ru/zaymy/bez-zaloga|https://brobank.ru/zajmy/bez-zaloga/|https://finuslugi.ru/mikrozajmy/teg_mikrozaem_bez_zaloga|https://zaim.com/zaimy-bez-zaloga/|https://zaym.me/zaimi/filter-zaim-bez-zaloga|https://zaym.me/zaimi/filter-zaim-bez-zaloga/anapa|https://zaym.me/zaimi/filter-zaim-bez-zaloga/arxangelsk|https://zaym.me/zaimi/filter-zaim-bez-zaloga/arzamas","bez-zaloga|mikrozaem-bez-zaloga|zaim-bez-zaloga"
"Залог","деньги в долг под залог авто","dengi-v-dolg-pod-zalog-avto","zaim.com","https://zaim.com/dengi-v-dolg-pod-zalog-avto/","dengi-v-dolg-pod-zalog-avto"
"Залог","деньги в долг под залог ПТС","dengi-v-dolg-pod-zalog-pts","brobank.ru","https://brobank.ru/zajmy/dengi-v-dolg-pod-zalog-pts/","dengi-v-dolg-pod-zalog-pts"
"Залог","займы под материнский капитал","pod-materinskij-kapital","brobank.ru","https://brobank.ru/zajmy/pod-materinskij-kapital/","pod-materinskij-kapital"
"Залог","займы под расписку","pod-raspisku","bankiros.ru|brobank.ru|finuslugi.ru|zaim.com","https://bankiros.ru/zaymy/pod-raspisku|https://brobank.ru/zajmy/pod-raspisku/|https://finuslugi.ru/mikrozajmy/teg_pod_raspisku|https://zaim.com/zaimy-pod-ruspisku/","pod-raspisku|pod-ruspisku"
"Залог","займы под залог","pod-zalog","brobank.ru|zaim.com","https://brobank.ru/zajmy/pod-zalog/|https://zaim.com/zaimy-pod-zalog/|https://zaim.com/zaimy-v-moskve-pod-zalog/","pod-zalog"
"Залог","займы под залог авто","pod-zalog-avto","bankiros.ru|brobank.ru|zaim.com|zaym.me","https://bankiros.ru/zaymy/pod-zalog-avto|https://brobank.ru/zajmy/pod-zalog-avto/|https://zaim.com/zaimy-pod-zalog-avto/|https://zaim.com/zaimy-v-moskve-pod-zalog-avto/|https://zaym.me/zaimi/filter-zaim-pod-zalog-avto|https://zaym.me/zaimi/filter-zaim-pod-zalog-avto/anapa|https://zaym.me/zaimi/filter-zaim-pod-zalog-avto/arxangelsk|https://zaym.me/zaimi/filter-zaim-pod-zalog-avto/arzamas","pod-zalog-avto|zaim-pod-zalog-avto"
"Залог","займы под залог доли","pod-zalog-doli","zaim.com","https://zaim.com/zaimy-pod-zalog-doli/","pod-zalog-doli"
"Залог","займы под залог грузового автомобиля","pod-zalog-gruzovogo-avtomobilya","bankiros.ru","https://bankiros.ru/zaymy/pod-zalog-gruzovogo-avtomobilya","pod-zalog-gruzovogo-avtomobilya"
"Залог","займы под залог квартиры","pod-zalog-kvartiry","bankiros.ru|brobank.ru|zaim.com","https://bankiros.ru/zaymy/pod-zalog-kvartiry|https://brobank.ru/zajmy/pod-zalog-kvartiry/|https://zaim.com/zaimy-pod-zalog-kvartiry/","pod-zalog-kvartiry"
"Залог","займы под залог недвижимости","pod-zalog-nedvizhimosti","bankiros.ru|brobank.ru|finuslugi.ru|zaim.com","https://bankiros.ru/zaymy/pod-zalog-nedvizhimosti|https://brobank.ru/zajmy/pod-zalog-nedvizhimosti/|https://finuslugi.ru/mikrozajmy/teg_pod_zalog_nedvizhimosti|https://zaim.com/zaimy-pod-zalog-nedvizhimosty-arhangelsk/|https://zaim.com/zaimy-pod-zalog-nedvizhimosty-barnaul/|https://zaim.com/zaimy-pod-zalog-nedvizhimosty-krasnoyarsk/|https://zaim.com/zaimy-pod-zalog-nedvizhimosty-novosibirsk/|https://zaim.com/zaimy-pod-zalog-nedvizhimosty-rostov-na-donu/","pod-zalog-nedvizhimosti|pod-zalog-nedvizhimosty|pod-zalog-nedvizhimosty-arhangelsk|pod-zalog-nedvizhimosty-barnaul|pod-zalog-nedvizhimosty-krasnoyarsk|pod-zalog-nedvizhimosty-novosibirsk|pod-zalog-nedvizhimosty-rostov-na-donu|pod-zalog-nedvizhimosty-sochi|pod-zalog-nedvizhimosty-tumen"
"Залог","займы под залог ПТС","pod-zalog-pts","bankiros.ru|brobank.ru|finuslugi.ru|zaim.com|zaym.me","https://bankiros.ru/zaymy/pod-zalog-pts|https://brobank.ru/zajmy/pod-zalog-pts/|https://finuslugi.ru/mikrozajmy/teg_pod_zalog_pts|https://zaim.com/zaimy-pod-zalog-pts-barnaul/|https://zaim.com/zaimy-pod-zalog-pts-chelyabinsk/|https://zaim.com/zaimy-pod-zalog-pts-ekaterinburg/|https://zaim.com/zaimy-pod-zalog-pts-habarovsk/|https://zaim.com/zaimy-pod-zalog-pts-irkutsk/","pod-zalog-pts|pod-zalog-pts-barnaul|pod-zalog-pts-chelyabinsk|pod-zalog-pts-ekaterinburg|pod-zalog-pts-habarovsk|pod-zalog-pts-irkutsk|pod-zalog-pts-kazan|pod-zalog-pts-kemerovo|pod-zalog-pts-krasnodar|pod-zalog-pts-krasnoyarsk|pod-zalog-pts-moskva|pod-zalog-pts-novorossiysk|pod-zalog-pts-novosibirsk|pod-zalog-pts-perm|pod-zalog-pts-rostov-na-donu|pod-zalog-pts-sankt-peterburg|pod-zalog-pts-saratov|pod-zalog-pts-sochi|pod-zalog-pts-stavropol|pod-zalog-pts-surgut|pod-zalog-pts-tver|pod-zalog-pts-volgograd|pod-zalog-pts-voronezh"
"Залог","займы под ПТС / автоломбарды","pod-zalog-pts-avtolombardy","zaym.me","https://zaym.me/zaimi/filter-pod-pts-avtolombardy|https://zaym.me/zaimi/filter-pod-pts-avtolombardy/anapa|https://zaym.me/zaimi/filter-pod-pts-avtolombardy/arxangelsk|https://zaym.me/zaimi/filter-pod-pts-avtolombardy/arzamas|https://zaym.me/zaimi/filter-pod-pts-avtolombardy/astrakhan|https://zaym.me/zaimi/filter-pod-pts-avtolombardy/barnaul|https://zaym.me/zaimi/filter-pod-pts-avtolombardy/belgorod|https://zaym.me/zaimi/filter-pod-pts-avtolombardy/bryansk","pod-pts-avtolombardy"
"Залог","займы под залог техники","pod-zalog-tehniki","zaim.com","https://zaim.com/zaimy-pod-zalog-tehniki/","pod-zalog-tehniki"
"Залог","займы под залог земли","pod-zalog-zemli","zaim.com","https://zaim.com/zaimy-pod-zalog-zemly/","pod-zalog-zemly"
"Гео","МФО в городе","geo-companies","rus.credit","https://rus.credit/mfo/cities/adygeysk|https://rus.credit/mfo/cities/astrahan|https://rus.credit/mfo/cities/barnaul|https://rus.credit/mfo/cities/belgorod|https://rus.credit/mfo/cities/bryansk|https://rus.credit/mfo/cities/chelyabinsk|https://rus.credit/mfo/cities/chita|https://rus.credit/mfo/cities/ekaterinburg","geo-companies"
"Гео","сервисы подбора в городе","geo-credit-services","rus.credit","https://rus.credit/products/creditservices/cities/adygeysk|https://rus.credit/products/creditservices/cities/astrahan|https://rus.credit/products/creditservices/cities/barnaul|https://rus.credit/products/creditservices/cities/belgorod|https://rus.credit/products/creditservices/cities/bryansk|https://rus.credit/products/creditservices/cities/chelyabinsk|https://rus.credit/products/creditservices/cities/chita|https://rus.credit/products/creditservices/cities/ekaterinburg","geo-credit-services"
"Гео","займы в городе","geo-product","zaim.com|zaym.me","https://zaim.com/zaimy-v-abakane/|https://zaim.com/zaimy-v-anadyre/|https://zaim.com/zaimy-v-arhangelske/|https://zaim.com/zaimy-v-astrahani/|https://zaim.com/zaimy-v-barnaule/|https://zaim.com/zaimy-v-belgorode/|https://zaim.com/zaimy-v-birobidzhane/|https://zaim.com/zaimy-v-blagoveshhenske/","geo-product"
"Гео","займы по всей России","po-vsej-rossii","brobank.ru","https://brobank.ru/zajmy/po-vsej-rossii/","po-vsej-rossii"
"Смешанные посадочные","займы без проверок","bez-proverok","bankiros.ru|zaim.com|zaym.me","https://bankiros.ru/zaymy/bez-proverok|https://zaim.com/zaimy-bez-proverok/|https://zaym.me/zaimi/filter-zaim-bez-proverok|https://zaym.me/zaimi/filter-zaim-bez-proverok/anapa|https://zaym.me/zaimi/filter-zaim-bez-proverok/arxangelsk|https://zaym.me/zaimi/filter-zaim-bez-proverok/arzamas|https://zaym.me/zaimi/filter-zaim-bez-proverok/astrakhan|https://zaym.me/zaimi/filter-zaim-bez-proverok/barnaul","bez-proverok|zaim-bez-proverok"
"Смешанные посадочные","займы без проверок на карту","bez-proverok-na-kartu","bankiros.ru|brobank.ru","https://bankiros.ru/zaymy/bez-proverok-na-kartu|https://brobank.ru/zajmy/bez-proverok-na-kartu/","bez-proverok-na-kartu"
"Смешанные посадочные","займы без указания работы","bez-ukazaniya-raboty","bankiros.ru|brobank.ru|zaim.com","https://bankiros.ru/zaymy/bez-ukazaniya-raboty|https://brobank.ru/zajmy/bez-ukazaniya-raboty/|https://zaim.com/zaimy-bez-ukazaniya-raboty/","bez-ukazaniya-raboty"
"Смешанные посадочные","деньги в долг на карту","dengi-v-dolg-na-kartu","bankiros.ru|brobank.ru","https://bankiros.ru/zaymy/dengi-v-dolg-na-kartu|https://brobank.ru/zajmy/dengi-v-dolg-na-kartu/","dengi-v-dolg-na-kartu"
"Смешанные посадочные","экспресс-займы на карту","express-na-kartu","zaim.com","https://zaim.com/zaimy-express-na-kartu/","express-na-kartu"
"Смешанные посадочные","новые займы без проверки","novye-zaymy-bez-proverki","zaim.com","https://zaim.com/novye-zaymy-bez-proverki/","novye-zaymy-bez-proverki"
"Смешанные посадочные","новые займы на карту","novye-zaymy-na-kartu","zaim.com","https://zaim.com/novye-zaymy-na-kartu/","novye-zaymy-na-kartu"
"Смешанные посадочные","займы на карту с 16 лет","s-16-let-na-kartu","brobank.ru","https://brobank.ru/zajmy/s-16-let-na-kartu/","s-16-let-na-kartu"
"Смешанные посадочные","займы с нулевым балансом","s-nulevym-balansom","bankiros.ru","https://bankiros.ru/zaymy/s-nulevym-balansom","s-nulevym-balansom"
"Смешанные посадочные","займы с самозапретом","s-samozapretom","brobank.ru","https://brobank.ru/zajmy/s-samozapretom/","s-samozapretom"
"Смешанные посадочные","займы на дом","zaem-na-dom","finuslugi.ru","https://finuslugi.ru/mikrozajmy/teg_zaem_na_dom","zaem-na-dom"
